shuttle_id,review_scores_rating,review_scores_comfort,review_scores_amenities,review_scores_trip,review_scores_crew,review_scores_location,review_scores_price,number_of_reviews,reviews_per_month
11854,91.0,8.0,10.0,10.0,10.0,8.0,10.0,1,0.02
32170,91.0,9.0,9.0,10.0,10.0,9.0,9.0,389,4.88
70355,72.0,7.0,6.0,8.0,9.0,8.0,6.0,7,1.4
51642,91.0,9.0,9.0,10.0,10.0,9.0,9.0,93,1.25
13055,97.0,9.0,10.0,10.0,10.0,10.0,9.0,7,0.11
18734,90.0,9.0,9.0,10.0,10.0,10.0,9.0,3,0.05
70165,96.0,10.0,10.0,10.0,10.0,10.0,9.0,5,0.17
26732,97.0,10.0,10.0,10.0,10.0,9.0,10.0,100,1.28
71059,99.0,10.0,10.0,10.0,10.0,10.0,10.0,82,1.05
58041,97.0,10.0,10.0,10.0,10.0,9.0,9.0,49,0.63
3327,94.0,9.0,10.0,10.0,10.0,10.0,9.0,87,1.13
55078,97.0,10.0,10.0,10.0,10.0,10.0,10.0,233,2.94
15973,99.0,10.0,10.0,10.0,10.0,10.0,10.0,60,0.8
50983,,,,,,,,0,
51491,94.0,10.0,9.0,10.0,10.0,9.0,9.0,97,1.23
32906,90.0,9.0,9.0,9.0,9.0,10.0,8.0,44,0.58
8171,89.0,9.0,8.0,10.0,10.0,10.0,9.0,13,0.3
16911,90.0,9.0,9.0,10.0,10.0,10.0,9.0,98,1.26
30018,87.0,9.0,9.0,9.0,9.0,9.0,9.0,214,2.78
15605,98.0,10.0,9.0,10.0,10.0,10.0,10.0,10,0.25
47793,,,,,,,,0,
43283,,,,,,,,0,
76515,100.0,10.0,10.0,,10.0,,,1,0.06
26453,95.0,10.0,9.0,10.0,10.0,9.0,10.0,118,1.56
61949,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.01
71734,,,,,,,,0,
53554,97.0,10.0,10.0,10.0,10.0,9.0,9.0,23,0.31
45295,87.0,9.0,8.0,10.0,10.0,9.0,9.0,19,0.33
55198,99.0,10.0,10.0,10.0,10.0,9.0,10.0,14,0.39
15602,93.0,9.0,9.0,10.0,10.0,9.0,9.0,45,0.68
66890,95.0,9.0,9.0,10.0,9.0,9.0,9.0,82,1.05
57286,98.0,10.0,10.0,10.0,10.0,10.0,9.0,28,0.42
6797,94.0,10.0,10.0,10.0,10.0,9.0,9.0,175,2.53
25217,90.0,9.0,8.0,9.0,9.0,9.0,9.0,34,0.44
58105,92.0,9.0,9.0,10.0,9.0,9.0,9.0,51,0.71
873,97.0,10.0,10.0,10.0,10.0,10.0,10.0,56,0.73
28423,,,,,,,,0,
12047,,,,,,,,0,
46642,99.0,10.0,10.0,10.0,10.0,10.0,10.0,43,1.36
47404,,,,,,,,0,
21016,86.0,9.0,8.0,9.0,10.0,10.0,9.0,54,0.77
36733,96.0,9.0,9.0,10.0,10.0,9.0,9.0,36,0.66
54251,,6.0,6.0,2.0,4.0,8.0,6.0,2,0.03
38981,,,,,,,,0,
56022,92.0,9.0,9.0,9.0,10.0,9.0,9.0,251,3.18
6838,96.0,10.0,10.0,10.0,10.0,9.0,10.0,23,0.3
68727,93.0,9.0,10.0,10.0,10.0,9.0,9.0,11,0.18
17886,91.0,9.0,9.0,10.0,10.0,8.0,9.0,11,0.14
24081,91.0,9.0,9.0,9.0,9.0,9.0,9.0,46,0.59
4627,97.0,10.0,10.0,10.0,10.0,9.0,10.0,194,2.6
43430,,,,,,,,0,
38039,96.0,10.0,10.0,10.0,10.0,10.0,9.0,177,2.36
19635,,,,,,,,0,
44269,93.0,9.0,9.0,10.0,10.0,9.0,9.0,18,0.27
26992,95.0,10.0,10.0,10.0,10.0,9.0,10.0,34,0.44
22746,94.0,10.0,9.0,10.0,10.0,9.0,9.0,66,0.98
41396,97.0,9.0,10.0,10.0,10.0,9.0,10.0,47,0.93
64916,93.0,9.0,9.0,10.0,9.0,10.0,9.0,62,0.81
45754,90.0,9.0,8.0,9.0,9.0,9.0,8.0,6,0.09
24921,,,,,,,,0,
6682,95.0,10.0,10.0,10.0,10.0,10.0,9.0,196,2.67
72843,,,,,,,,0,
66352,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.03
9728,80.0,9.0,8.0,9.0,9.0,10.0,8.0,13,0.19
20095,,,,,,,,0,
20792,97.0,10.0,10.0,10.0,10.0,10.0,10.0,68,0.94
41136,89.0,9.0,9.0,9.0,9.0,9.0,9.0,16,0.54
24052,,,,,,,,0,
74968,,,,,,,,0,
34728,,,,,,,,0,
7699,97.0,10.0,9.0,10.0,10.0,10.0,9.0,40,0.52
36206,80.0,10.0,6.0,10.0,10.0,10.0,10.0,1,0.15
1056,96.0,10.0,10.0,10.0,10.0,10.0,10.0,77,1.01
21021,98.0,10.0,10.0,10.0,10.0,10.0,9.0,10,0.16
32877,94.0,10.0,8.0,10.0,10.0,9.0,9.0,25,0.32
24371,80.0,9.0,8.0,9.0,10.0,8.0,8.0,8,0.13
64156,,,,,,,,0,
55378,,,,,,,,0,
70603,,10.0,8.0,10.0,6.0,6.0,10.0,1,0.01
76442,92.0,9.0,10.0,10.0,10.0,10.0,9.0,10,0.14
15714,98.0,10.0,10.0,10.0,10.0,9.0,10.0,74,1.02
13904,90.0,10.0,9.0,9.0,9.0,9.0,9.0,14,0.21
57728,,,,,,,,0,
67104,,,,,,,,0,
32160,100.0,10.0,10.0,10.0,10.0,9.0,10.0,3,0.06
21354,94.0,9.0,9.0,10.0,10.0,10.0,9.0,128,2.15
18478,90.0,9.0,9.0,9.0,9.0,9.0,9.0,64,0.83
20622,96.0,10.0,10.0,10.0,10.0,9.0,10.0,108,1.42
3345,,,,,,,,0,
56243,96.0,9.0,10.0,10.0,10.0,10.0,10.0,6,0.08
54869,,,,,,,,1,0.02
74281,,,,,,,,0,
6116,93.0,10.0,9.0,10.0,10.0,9.0,9.0,11,0.15
67772,99.0,10.0,10.0,10.0,10.0,10.0,10.0,40,0.58
67142,99.0,10.0,10.0,10.0,10.0,10.0,10.0,501,6.5
66593,88.0,9.0,8.0,10.0,10.0,9.0,9.0,114,1.51
17492,90.0,9.0,9.0,10.0,10.0,10.0,8.0,8,0.13
8130,99.0,10.0,10.0,10.0,10.0,10.0,10.0,67,0.88
34516,95.0,10.0,10.0,10.0,10.0,9.0,9.0,25,0.36
36923,,,,,,,,0,
40563,99.0,10.0,10.0,10.0,10.0,9.0,10.0,14,0.18
39287,87.0,9.0,8.0,9.0,10.0,8.0,9.0,220,3.04
13775,96.0,10.0,10.0,10.0,10.0,9.0,9.0,51,0.69
33088,100.0,10.0,10.0,10.0,10.0,10.0,10.0,43,0.6
20290,,,,,,,,0,
48660,88.0,9.0,9.0,9.0,9.0,9.0,9.0,28,0.37
12633,98.0,10.0,10.0,10.0,10.0,10.0,10.0,122,1.61
43629,95.0,10.0,10.0,10.0,10.0,10.0,10.0,5,0.07
6108,95.0,10.0,10.0,10.0,10.0,10.0,9.0,8,0.12
25883,99.0,10.0,10.0,10.0,10.0,10.0,10.0,30,0.53
2549,94.0,9.0,9.0,10.0,10.0,9.0,9.0,59,0.79
55978,90.0,9.0,9.0,10.0,10.0,9.0,9.0,21,0.3
75017,,,,,,,,0,
74500,93.0,9.0,10.0,9.0,10.0,10.0,9.0,71,0.97
67866,88.0,10.0,10.0,9.0,10.0,8.0,9.0,12,0.16
3183,88.0,9.0,9.0,9.0,9.0,9.0,9.0,335,4.49
31400,83.0,9.0,9.0,7.0,8.0,9.0,8.0,15,0.24
10451,98.0,10.0,10.0,10.0,10.0,10.0,10.0,208,2.77
7783,,,,,,,,0,
71401,90.0,9.0,9.0,9.0,10.0,10.0,9.0,44,0.58
75461,97.0,10.0,10.0,10.0,10.0,10.0,10.0,140,2.24
14556,97.0,10.0,10.0,10.0,10.0,10.0,10.0,53,0.7
42218,96.0,10.0,10.0,10.0,10.0,8.0,10.0,130,1.77
17175,85.0,9.0,8.0,10.0,10.0,9.0,9.0,20,0.26
54051,96.0,10.0,10.0,10.0,10.0,9.0,9.0,41,0.54
74153,96.0,10.0,10.0,10.0,10.0,10.0,10.0,10,0.19
44037,97.0,9.0,10.0,10.0,10.0,10.0,10.0,7,0.12
75967,95.0,9.0,9.0,10.0,10.0,9.0,9.0,34,0.46
13729,97.0,10.0,10.0,10.0,10.0,10.0,10.0,53,0.73
15293,70.0,8.0,7.0,9.0,9.0,9.0,6.0,3,0.08
66884,97.0,10.0,10.0,10.0,10.0,9.0,10.0,361,4.85
27490,97.0,10.0,10.0,10.0,10.0,9.0,9.0,54,0.93
17525,91.0,10.0,10.0,10.0,10.0,9.0,9.0,9,0.14
2840,85.0,9.0,10.0,10.0,10.0,9.0,10.0,9,0.15
12150,99.0,10.0,10.0,10.0,10.0,10.0,10.0,215,2.87
73006,91.0,10.0,9.0,10.0,10.0,9.0,9.0,7,0.12
64586,94.0,9.0,9.0,9.0,10.0,9.0,10.0,28,0.65
22471,86.0,9.0,9.0,9.0,10.0,8.0,9.0,32,0.53
30328,97.0,10.0,10.0,10.0,10.0,9.0,10.0,24,0.86
17099,97.0,10.0,10.0,10.0,10.0,10.0,10.0,139,1.86
6907,91.0,9.0,9.0,9.0,10.0,9.0,9.0,46,0.65
47661,95.0,9.0,9.0,9.0,9.0,10.0,9.0,15,0.2
50250,95.0,10.0,10.0,10.0,10.0,10.0,9.0,52,0.7
50045,98.0,10.0,10.0,10.0,10.0,9.0,10.0,54,0.73
61177,93.0,10.0,9.0,10.0,10.0,9.0,9.0,107,1.48
47306,70.0,9.0,8.0,8.0,9.0,9.0,9.0,4,0.06
42860,96.0,10.0,10.0,10.0,10.0,10.0,9.0,24,0.34
69839,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.36
55222,96.0,10.0,10.0,10.0,10.0,9.0,10.0,50,0.68
69433,99.0,10.0,10.0,10.0,10.0,10.0,10.0,65,0.89
18553,96.0,10.0,10.0,10.0,10.0,9.0,10.0,35,0.52
58603,98.0,10.0,10.0,9.0,9.0,9.0,9.0,14,0.21
71609,97.0,10.0,10.0,10.0,10.0,10.0,9.0,58,0.78
774,,,,,,,,0,
24532,93.0,10.0,9.0,10.0,10.0,9.0,10.0,23,0.34
34260,99.0,10.0,10.0,10.0,10.0,10.0,10.0,85,1.5
74574,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3,0.04
5147,,,,,,,,0,
15116,,,,,,,,0,
44337,93.0,10.0,8.0,9.0,10.0,9.0,9.0,17,0.23
66752,97.0,10.0,9.0,10.0,10.0,10.0,10.0,409,5.57
36230,,,,,,,,0,
47511,92.0,9.0,9.0,10.0,10.0,9.0,9.0,19,0.44
48638,95.0,10.0,10.0,10.0,10.0,10.0,10.0,4,0.17
53360,93.0,10.0,10.0,10.0,9.0,10.0,9.0,8,0.33
41394,94.0,9.0,10.0,10.0,10.0,10.0,9.0,18,0.77
52150,,,,,,,,0,
23650,100.0,9.0,9.0,10.0,10.0,9.0,8.0,3,0.04
29710,,,,,,,,0,
14578,96.0,10.0,10.0,9.0,10.0,9.0,10.0,24,0.35
33703,90.0,9.0,9.0,10.0,10.0,10.0,9.0,33,0.49
48668,100.0,10.0,10.0,10.0,10.0,10.0,10.0,7,0.33
76664,90.0,10.0,10.0,10.0,10.0,10.0,10.0,5,0.09
34987,94.0,9.0,9.0,10.0,10.0,8.0,9.0,96,1.33
13543,89.0,9.0,9.0,9.0,9.0,9.0,9.0,57,1.04
45634,97.0,10.0,10.0,10.0,10.0,10.0,10.0,43,1.68
60089,94.0,10.0,10.0,10.0,10.0,10.0,9.0,72,1.09
43501,95.0,9.0,9.0,10.0,10.0,9.0,9.0,19,0.45
50985,,,,,,,,0,
11121,75.0,7.0,7.0,10.0,9.0,7.0,8.0,4,0.06
42873,100.0,8.0,10.0,10.0,10.0,8.0,10.0,1,0.07
72786,80.0,10.0,10.0,8.0,8.0,6.0,8.0,1,0.03
1069,94.0,10.0,9.0,10.0,10.0,9.0,10.0,32,0.45
19758,92.0,9.0,9.0,10.0,10.0,10.0,9.0,48,0.75
73498,93.0,9.0,9.0,10.0,10.0,9.0,10.0,55,0.77
67427,20.0,2.0,2.0,4.0,2.0,6.0,2.0,2,0.12
76178,99.0,10.0,10.0,10.0,10.0,10.0,10.0,30,0.48
10213,,,,,,,,0,
31938,96.0,10.0,10.0,10.0,10.0,10.0,10.0,148,2.1
38979,98.0,10.0,10.0,10.0,10.0,10.0,10.0,54,0.85
511,95.0,10.0,9.0,10.0,10.0,10.0,9.0,35,0.52
13144,83.0,9.0,8.0,9.0,9.0,8.0,8.0,258,3.74
50700,100.0,10.0,10.0,10.0,10.0,10.0,10.0,7,0.12
31558,95.0,10.0,9.0,10.0,10.0,10.0,9.0,125,1.78
71722,97.0,10.0,10.0,10.0,10.0,10.0,10.0,52,0.76
30810,92.0,9.0,9.0,10.0,10.0,9.0,9.0,31,0.51
28173,97.0,10.0,10.0,10.0,10.0,9.0,10.0,81,1.15
12857,95.0,10.0,10.0,10.0,10.0,10.0,10.0,151,2.18
34003,100.0,10.0,9.0,10.0,10.0,10.0,10.0,11,1.3
28990,97.0,10.0,10.0,10.0,10.0,10.0,9.0,80,1.45
58017,97.0,10.0,9.0,10.0,10.0,10.0,9.0,40,0.57
63590,91.0,10.0,9.0,9.0,9.0,9.0,9.0,148,2.33
53906,100.0,10.0,10.0,10.0,10.0,9.0,10.0,11,0.16
71992,94.0,10.0,9.0,10.0,10.0,9.0,9.0,141,2.01
68554,95.0,10.0,10.0,9.0,9.0,9.0,10.0,17,0.25
16922,95.0,10.0,10.0,10.0,10.0,9.0,9.0,230,3.31
6403,94.0,10.0,10.0,10.0,10.0,9.0,10.0,420,6.01
27049,93.0,9.0,10.0,10.0,10.0,10.0,9.0,56,0.81
37036,95.0,10.0,9.0,10.0,10.0,9.0,9.0,36,0.53
27602,96.0,10.0,10.0,10.0,10.0,10.0,10.0,281,4.04
19729,89.0,8.0,7.0,9.0,9.0,8.0,8.0,8,0.12
