id,company_rating,company_location,total_fleet_count,iata_approved
6930,,Guernsey,1.0,t
31598,67%,Ukraine,1.0,f
18366,78%,,1.0,f
35826,,,2.0,f
12261,,Niue,1.0,t
47159,88%,Denmark,1.0,t
42671,,Niue,1.0,f
33222,67%,Croatia,1.0,f
6984,100%,Suriname,9.0,f
8362,100%,Malawi,2.0,t
28914,,Chile,1.0,t
17,,,1.0,f
28030,90%,Anguilla,1.0,f
46381,100%,,2.0,f
11904,100%,Nauru,1.0,f
7842,100%,,1.0,f
46676,,Lebanon,1.0,t
30684,100%,Niue,2.0,t
36627,,,2.0,t
40047,,Malta,1.0,f
44736,100%,Guernsey,1.0,t
21217,75%,Nauru,1.0,f
10240,,,1.0,f
48629,,Micronesia,1.0,f
39070,100%,,1.0,f
35428,,Switzerland,1.0,t
46424,,Niger,6.0,t
46591,,French Guiana,1.0,f
14136,100%,Guinea,1.0,f
49604,,Afghanistan,2.0,t
44127,100%,Rwanda,1.0,t
30462,0%,Lithuania,1.0,t
35077,100%,Cocos (Keeling) Islands,4.0,f
37835,100%,,1.0,t
28404,100%,Croatia,1.0,t
7612,100%,,1.0,f
35386,100%,Venezuela,1.0,f
44417,100%,,1.0,f
7217,,Sao Tome and Principe,1.0,f
26952,,Russian Federation,3.0,t
18182,67%,,1.0,f
5450,,,1.0,f
31437,90%,Denmark,1.0,f
24676,,Guinea,1.0,f
49510,100%,Croatia,1.0,t
26064,,,1.0,f
39923,100%,Russian Federation,2.0,f
46440,,Russian Federation,1.0,t
37178,,,1.0,f
3545,,Pakistan,1.0,t
33059,,Malta,1.0,f
27823,100%,,1.0,t
34829,100%,,2.0,t
29643,,,1.0,t
46932,,,1.0,f
41024,95%,Uzbekistan,2.0,f
18557,67%,Monaco,2.0,f
16464,,Isle of Man,1.0,f
45171,100%,Kiribati,1.0,t
10426,,,1.0,f
45766,,,2.0,t
34860,50%,,1.0,f
36423,100%,,1.0,f
14872,,China,1.0,t
48212,,,1.0,f
45880,,,1.0,t
24060,100%,Malta,1.0,t
40276,100%,Anguilla,1.0,t
16649,100%,Gibraltar,8.0,f
8956,100%,Kiribati,1.0,f
38957,,Kiribati,1.0,f
33622,,Micronesia,1.0,f
9411,,Papua New Guinea,1.0,t
38297,100%,,3.0,f
21292,,Gambia,1.0,t
7656,100%,Russian Federation,1.0,f
1923,,,1.0,f
4486,100%,Russian Federation,1.0,t
9420,,,1.0,f
10593,,Netherlands,1.0,f
33188,,Indonesia,1.0,f
14471,,Micronesia,1.0,f
42307,,,1.0,f
41099,,,1.0,f
42163,,Rwanda,1.0,t
18666,,Cocos (Keeling) Islands,2.0,t
10340,,Ecuador,1.0,t
35534,,Ghana,1.0,f
7224,,Brunei Darussalam,1.0,t
31184,100%,,1.0,t
24583,,Bahrain,1.0,f
6786,,Niue,1.0,t
10887,67%,Russian Federation,1.0,f
29614,100%,San Marino,1.0,f
33012,,,1.0,f
36581,,,1.0,f
24475,,,1.0,f
9318,,,1.0,f
38257,100%,Svalbard & Jan Mayen Islands,1.0,f
42777,,,1.0,f
17016,,,1.0,t
24405,90%,,1.0,f
26957,100%,Uzbekistan,1.0,f
21860,100%,France,2.0,t
42892,,Tanzania,1.0,f
11298,,Zimbabwe,1.0,f
21816,,Russian Federation,1.0,f
16292,83%,Reunion,1.0,f
25399,,,1.0,t
39857,100%,Cocos (Keeling) Islands,1.0,t
17150,,Vanuatu,2.0,t
11618,,Montserrat,2.0,f
33743,100%,Denmark,2.0,f
4957,100%,Puerto Rico,1.0,f
34238,100%,Saint Barthelemy,5.0,t
45429,100%,Niue,1.0,f
9437,,,1.0,f
41584,,,1.0,t
12213,,Chad,1.0,t
14348,100%,,1.0,f
37243,100%,Tunisia,1.0,f
18338,88%,Ecuador,1.0,t
21186,100%,Rwanda,2.0,t
14575,,,1.0,f
5108,,Turkmenistan,1.0,f
13427,100%,Ecuador,1.0,f
42080,100%,France,1.0,f
12085,,,1.0,f
40805,90%,Uzbekistan,2.0,f
46907,,Chile,1.0,t
28255,75%,Somalia,1.0,f
1677,,,1.0,f
8071,,,1.0,f
8972,100%,,1.0,f
14256,100%,,3.0,f
47264,,,1.0,t
27948,100%,Niue,4.0,f
32413,100%,Faroe Islands,1.0,f
5848,80%,Canada,2.0,f
13207,100%,,1.0,f
5484,,Papua New Guinea,1.0,f
29938,,Turkmenistan,1.0,t
44666,100%,Uzbekistan,1.0,t
19877,,Zimbabwe,1.0,f
36756,,Indonesia,2.0,t
18919,,Russian Federation,1.0,t
46077,100%,,1.0,f
37326,100%,,1.0,f
9566,,Isle of Man,1.0,t
43992,100%,Uzbekistan,3.0,t
31667,100%,Croatia,1.0,f
15866,100%,Papua New Guinea,2.0,f
32784,,Cocos (Keeling) Islands,1.0,t
28172,100%,Isle of Man,1.0,f
33330,100%,,1.0,t
33895,100%,,1.0,f
28745,,,1.0,f
21649,100%,,1.0,t
14050,100%,Lithuania,1.0,t
33950,100%,Gambia,1.0,t
38508,100%,Rwanda,1.0,t
13074,100%,Turks and Caicos Islands,1.0,t
49786,,Tonga,1.0,f
9857,100%,,1.0,t
21016,,,1.0,f
37331,,Bosnia and Herzegovina,1.0,f
1616,100%,Zimbabwe,1.0,t
42104,50%,Djibouti,2.0,f
18212,,,1.0,f
43001,,Bosnia and Herzegovina,1.0,f
7043,,Malta,1.0,t
20744,,Niger,2.0,f
8897,,,1.0,t
19241,100%,Afghanistan,1.0,t
6806,,,1.0,f
18928,90%,,1.0,f
45524,,,1.0,f
15985,67%,Somalia,1.0,f
32650,100%,,2.0,f
3635,,,1.0,f
39919,90%,Guinea,3.0,t
29950,,France,1.0,t
13550,,Micronesia,1.0,f
29070,100%,Micronesia,1.0,f
38004,0%,Palestinian Territory,2.0,f
29844,100%,,2.0,t
29866,100%,Isle of Man,2.0,f
10233,,Barbados,2.0,f
8878,,Nauru,2.0,f
22419,,United Kingdom,1.0,f
44613,100%,,1.0,t
36766,100%,Malta,1.0,f
23055,91%,,2.0,f
614,67%,,1.0,f
6674,,Tonga,2.0,t
48698,90%,Vietnam,3.0,f
8908,100%,,2.0,f
21008,100%,Bouvet Island (Bouvetoya),1.0,f
6035,,Afghanistan,1.0,f
39878,0%,,1.0,f
517,100%,United Kingdom,1.0,f
48181,,,1.0,f
4269,,,1.0,f
25431,100%,Sao Tome and Principe,1.0,t
45199,,Puerto Rico,6.0,f
27067,,,1.0,f
20314,100%,El Salvador,1.0,f
30790,,Reunion,2.0,f
47479,100%,Russian Federation,1.0,t
11711,,Korea,1.0,t
29382,100%,Ghana,4.0,f
4964,100%,Malawi,1.0,t
18698,100%,,1.0,f
25308,100%,Guinea,1.0,t
15475,100%,Chad,1.0,f
15068,100%,Sao Tome and Principe,1.0,f
20663,100%,,1.0,t
42762,100%,United Kingdom,1.0,f
48184,,Tanzania,1.0,t
29328,,Moldova,1.0,t
14921,100%,Micronesia,2.0,f
5496,,Maldives,1.0,t
33948,100%,,2.0,f
31185,100%,,1.0,f
1328,,Kenya,2.0,f
31600,,Papua New Guinea,1.0,f
590,,Guinea,2.0,t
39575,,,1.0,f
25445,70%,,2.0,f
11781,100%,Guinea,2.0,t
38634,100%,Malta,1.0,t
42513,,Niger,1.0,f
13547,,,1.0,t
10079,100%,Rwanda,1.0,f
28224,100%,Rwanda,1.0,f
41372,,Indonesia,2.0,t
36681,100%,Tunisia,1.0,t
28131,100%,,1.0,t
46996,100%,Tonga,1.0,f
1247,,Chile,1.0,t
41022,100%,Cape Verde,3.0,t
40823,100%,,1.0,f
32703,100%,,2.0,f
17447,100%,El Salvador,4.0,t
27442,90%,Solomon Islands,1.0,f
12701,100%,Monaco,1.0,f
13786,,,1.0,f
16550,100%,Isle of Man,1.0,f
43252,100%,Uzbekistan,1.0,t
19861,67%,Togo,1.0,f
7058,100%,Isle of Man,2.0,f
25438,100%,,1.0,f
46687,100%,,1.0,f
36288,100%,Marshall Islands,1.0,f
19278,,,1.0,f
35824,,Anguilla,1.0,f
40051,,,1.0,f
36914,100%,Nauru,1.0,t
35737,100%,,1.0,f
23857,100%,Isle of Man,1.0,f
20619,,,1.0,t
16573,100%,Cuba,2.0,f
6522,,Lithuania,1.0,f
32801,63%,Somalia,1.0,f
47812,100%,Maldives,1.0,f
17138,100%,Isle of Man,1.0,t
11110,88%,Kiribati,3.0,t
3314,100%,Slovakia (Slovak Republic),10.0,f
2394,,,2.0,t
17061,100%,Niue,2.0,f
21275,100%,Marshall Islands,1.0,f
22745,,Indonesia,1.0,f
24243,,,2.0,t
24380,,Zimbabwe,2.0,f
4898,100%,Kiribati,1.0,f
18326,100%,Monaco,1.0,f
39510,,Guinea,1.0,f
19681,,,2.0,t
12910,,Maldives,1.0,t
43932,100%,,1.0,f
26159,100%,Turkmenistan,1.0,t
7620,100%,Togo,4.0,f
14319,,Afghanistan,1.0,f
44146,36%,Malawi,2.0,t
16916,,Guernsey,1.0,f
45842,100%,Maldives,1.0,t
12465,,Marshall Islands,1.0,f
6198,20%,,1.0,f
16581,,Guinea,1.0,t
16697,,Sao Tome and Principe,1.0,f
22132,,Kenya,1.0,f
46763,,China,1.0,t
44280,,Iraq,2.0,t
23440,,Chad,1.0,t
15505,100%,,1.0,f
26079,100%,Zimbabwe,1.0,f
3279,,Uzbekistan,1.0,t
22112,90%,,1.0,f
6759,,,1.0,t
9570,100%,Micronesia,1.0,f
26292,100%,Jersey,2.0,t
41270,100%,,1.0,f
25183,,Malta,1.0,t
4953,,Saint Helena,1.0,f
27090,100%,Tonga,2.0,t
16087,,French Guiana,1.0,f
43902,100%,,2.0,t
18490,,,1.0,f
16519,,Cocos (Keeling) Islands,1.0,f
45210,,Zimbabwe,1.0,t
44687,,Russian Federation,1.0,f
47302,,Netherlands,2.0,f
1200,100%,Russian Federation,2.0,t
525,100%,,1.0,f
42454,100%,Finland,1.0,f
32276,100%,Kiribati,1.0,f
27227,100%,Isle of Man,2.0,t
7237,100%,Guinea,1.0,t
13082,100%,Kiribati,3.0,t
27007,0%,,1.0,t
37454,100%,,2.0,f
42913,,Lebanon,1.0,t
9586,100%,Guinea,2.0,t
2480,100%,,1.0,f
23953,100%,,1.0,f
3490,100%,Papua New Guinea,1.0,f
7321,,Papua New Guinea,1.0,f
43891,,China,2.0,t
32587,,Jersey,1.0,f
29480,100%,French Polynesia,6.0,f
26901,100%,,1.0,t
32658,85%,Saint Helena,1.0,f
37841,0%,,1.0,t
5067,,Tonga,1.0,f
38160,25%,Nicaragua,1.0,f
25013,,Tonga,1.0,t
12899,50%,,1.0,t
9803,,Monaco,1.0,t
4094,,Russian Federation,4.0,t
1327,100%,Brazil,1.0,f
8755,,Malawi,1.0,f
33025,,Tonga,1.0,f
27289,99%,Reunion,12.0,t
23224,100%,,1.0,f
33783,0%,Lebanon,1.0,f
45197,,Christmas Island,1.0,f
35226,50%,,1.0,f
37283,100%,Brazil,1.0,t
18509,,Gambia,1.0,f
11005,100%,,1.0,t
38193,100%,French Guiana,1.0,t
8850,,,1.0,t
1133,,,1.0,t
49484,,Russian Federation,1.0,f
21331,100%,Holy See (Vatican City State),1.0,f
45597,,,1.0,t
40192,100%,Croatia,2.0,t
32691,100%,Nicaragua,1.0,f
10697,100%,Uzbekistan,3.0,t
35364,100%,Sao Tome and Principe,1.0,f
26863,,Mexico,7.0,f
37715,,Guinea,1.0,t
44354,100%,Russian Federation,1.0,t
18966,100%,,2.0,f
45281,,,1.0,f
1126,100%,Estonia,1.0,t
24205,100%,,1.0,f
34121,,,1.0,f
27811,100%,Ukraine,4.0,t
27966,100%,,1.0,f
24646,100%,Barbados,1.0,f
2078,,Sao Tome and Principe,1.0,f
44257,,Lebanon,1.0,t
11986,,,1.0,f
14985,,,2.0,t
24254,,,1.0,f
16258,100%,,1.0,t
45680,,Russian Federation,1.0,t
45208,100%,Svalbard & Jan Mayen Islands,1.0,f
16306,,Holy See (Vatican City State),1.0,f
7246,100%,Niue,6.0,f
41675,100%,Zimbabwe,1.0,f
24351,,Marshall Islands,1.0,t
29316,,Faroe Islands,1.0,t
1373,,Brazil,1.0,f
31515,,,1.0,f
29343,,Russian Federation,1.0,f
36832,83%,Micronesia,1.0,f
13474,80%,Zimbabwe,7.0,t
21341,80%,Tonga,1.0,f
4308,100%,Togo,1.0,f
45369,,Christmas Island,1.0,f
18024,100%,Monaco,1.0,f
4630,100%,,2.0,f
23911,,Vanuatu,1.0,t
46453,100%,Russian Federation,1.0,t
41036,100%,French Polynesia,2.0,f
5405,,,1.0,t
1298,100%,,1.0,t
14741,,,1.0,t
15803,100%,Tonga,1.0,t
43369,,Faroe Islands,1.0,t
24434,,Marshall Islands,1.0,t
44254,100%,,2.0,t
841,,Mauritania,1.0,f
29525,,,1.0,f
42156,,French Guiana,1.0,t
10355,,,1.0,f
24610,90%,,1.0,f
3189,100%,Marshall Islands,2.0,t
47361,100%,Barbados,10.0,f
13272,,Croatia,1.0,t
30971,,,1.0,f
33930,,El Salvador,1.0,t
35563,,French Guiana,1.0,f
17568,100%,,2.0,f
19813,,Jersey,1.0,f
18791,100%,Zimbabwe,8.0,t
17427,100%,Mexico,2.0,f
16173,100%,Rwanda,1.0,f
23610,,Uzbekistan,1.0,t
37595,90%,Lithuania,4.0,f
13557,80%,,1.0,t
4010,100%,,1.0,t
43393,100%,,1.0,f
14052,,Sao Tome and Principe,1.0,f
6760,,Montserrat,1.0,f
40143,,Russian Federation,1.0,t
40862,,Guinea,1.0,f
2180,0%,Australia,1.0,f
41507,100%,Sao Tome and Principe,1.0,t
4854,100%,Monaco,1.0,f
15306,,Barbados,8.0,t
8524,,Faroe Islands,1.0,f
21736,100%,Vanuatu,4.0,f
19955,,Rwanda,1.0,t
33190,0%,Anguilla,1.0,t
34241,,Gibraltar,1.0,t
41873,100%,Zimbabwe,2.0,f
29216,,,1.0,f
7500,100%,Paraguay,8.0,t
515,100%,Mauritania,1.0,f
41066,,,1.0,f
38533,,Chile,1.0,t
16507,100%,Nauru,1.0,f
13827,,Turks and Caicos Islands,1.0,f
25415,100%,Ghana,1.0,f
20760,,French Guiana,1.0,f
16655,80%,,1.0,f
5941,100%,Gambia,2.0,f
24582,,Netherlands,2.0,t
23344,100%,Grenada,1.0,f
16868,100%,,1.0,t
19653,,Cook Islands,1.0,f
30866,,,1.0,f
16441,,Ghana,1.0,t
19806,60%,Papua New Guinea,1.0,f
41296,100%,Svalbard & Jan Mayen Islands,1.0,f
44421,,Monaco,1.0,f
40264,100%,Russian Federation,1.0,f
17712,100%,,1.0,f
832,,El Salvador,1.0,f
28236,,Greenland,1.0,f
36429,,,1.0,f
7244,100%,Guatemala,2.0,t
44834,97%,Guernsey,4.0,f
32401,,,1.0,f
17086,100%,Saint Pierre and Miquelon,2.0,t
36900,100%,,1.0,t
44820,,,1.0,f
21557,,,1.0,f
29526,,Sao Tome and Principe,1.0,t
22096,,,1.0,f
37066,100%,Micronesia,1.0,t
37117,100%,Slovakia (Slovak Republic),2.0,t
17819,100%,Guinea,2.0,f
9202,100%,,1.0,f
39561,100%,,2.0,t
2924,,Puerto Rico,1.0,f
23914,,Micronesia,1.0,f
38377,,Lebanon,1.0,f
5345,100%,,2.0,f
23170,100%,Sao Tome and Principe,2.0,t
36924,,Sao Tome and Principe,1.0,t
3947,,Zimbabwe,1.0,f
42996,,Jersey,1.0,f
28920,,Malta,1.0,t
11126,100%,Anguilla,3.0,t
20283,100%,Denmark,1.0,f
24271,,Kenya,1.0,f
47546,0%,,1.0,f
38524,100%,Libyan Arab Jamahiriya,1.0,t
26233,,,2.0,t
30740,,Gambia,2.0,t
10475,,Mauritania,1.0,t
49825,100%,Pakistan,7.0,t
47391,,,2.0,t
39894,,,1.0,f
39637,100%,Niue,1.0,f
3290,,Solomon Islands,1.0,f
29972,,United Kingdom,1.0,f
6993,100%,Costa Rica,1.0,t
37356,,Guinea,3.0,f
2941,,Tonga,2.0,t
29798,,,1.0,f
48898,,Niue,1.0,f
29323,100%,Guinea,3.0,f
39609,,United Kingdom,1.0,f
8525,,Sao Tome and Principe,2.0,f
10636,100%,Jersey,1.0,f
12911,100%,Maldives,1.0,f
22231,100%,Guinea,2.0,f
3302,,,1.0,f
44507,83%,,1.0,f
7437,,Niue,1.0,t
33669,100%,Malta,2.0,t
31773,100%,,1.0,t
27738,,Chad,1.0,t
30644,,Kiribati,1.0,t
19309,100%,Maldives,3.0,t
4868,100%,Jersey,2.0,t
44440,88%,Somalia,2.0,f
4780,100%,Svalbard & Jan Mayen Islands,1.0,f
22364,100%,Denmark,2.0,f
22799,,,1.0,t
24546,50%,Zimbabwe,2.0,f
45111,100%,Sao Tome and Principe,420.0,f
814,,,1.0,f
40899,100%,,1.0,t
49650,,Isle of Man,1.0,t
38122,100%,Tonga,1.0,f
28667,100%,Barbados,1.0,f
16906,,Costa Rica,1.0,t
34467,100%,Indonesia,1.0,f
17499,33%,Somalia,1.0,t
31352,100%,Pakistan,1.0,f
390,100%,Niue,1.0,t
49805,,,1.0,f
41646,,Maldives,3.0,f
12187,,,1.0,f
39441,96%,Cuba,4.0,f
10149,100%,Isle of Man,1.0,f
44861,,Puerto Rico,1.0,f
8355,87%,Togo,16.0,f
20114,100%,Croatia,1.0,t
7303,,,1.0,f
6780,,Zimbabwe,2.0,t
41999,,Mexico,1.0,f
8050,,Nicaragua,1.0,f
40479,100%,France,1.0,f
8831,,,3.0,f
41751,100%,,1.0,f
5346,100%,,1.0,f
45569,,,1.0,t
28743,100%,Somalia,1.0,t
31554,100%,Marshall Islands,1.0,t
12512,,Greenland,1.0,f
20945,,Niger,1.0,f
14825,,Uzbekistan,1.0,f
31839,100%,Mauritania,1.0,f
4828,100%,Philippines,1.0,t
5483,,Guinea,1.0,f
32524,100%,Nicaragua,1.0,t
28803,100%,Cocos (Keeling) Islands,1.0,f
38357,0%,,1.0,t
11329,,Philippines,1.0,f
27822,100%,Russian Federation,2.0,f
41967,,,1.0,f
29454,100%,Guinea,1.0,f
43770,,Rwanda,1.0,t
15478,80%,,1.0,f
27460,50%,Denmark,2.0,f
6053,,Sao Tome and Principe,1.0,t
15200,100%,Gibraltar,1.0,t
15452,90%,Niue,2.0,f
29244,67%,Micronesia,1.0,f
41477,,,1.0,t
4659,,,1.0,t
20335,100%,,2.0,f
42498,,Malawi,1.0,t
2643,,Anguilla,1.0,t
43734,90%,,1.0,f
16438,,,1.0,t
21752,90%,Turks and Caicos Islands,1.0,f
5970,100%,El Salvador,2.0,f
9297,,Tanzania,1.0,t
4283,,Nicaragua,1.0,t
31372,100%,Russian Federation,1.0,t
9715,100%,Russian Federation,1.0,t
23252,,,1.0,f
2538,67%,Monaco,1.0,f
32849,,,1.0,t
38912,,Ghana,1.0,f
27158,100%,Indonesia,1.0,f
14735,,Greenland,1.0,f
31055,64%,Niue,2.0,f
9270,100%,Micronesia,1.0,f
5703,,,1.0,f
6004,90%,Micronesia,4.0,f
40951,100%,Turkmenistan,1.0,f
44686,,Sao Tome and Principe,1.0,t
21580,100%,,3.0,f
22471,,Estonia,1.0,t
21669,,Bosnia and Herzegovina,1.0,f
36760,,Isle of Man,1.0,t
22770,,Puerto Rico,1.0,f
10317,,Venezuela,1.0,f
27092,,Brazil,2.0,f
30160,,Niue,1.0,f
24440,100%,Uruguay,1.0,f
36019,100%,Niue,1.0,f
1840,,,1.0,f
9578,,Mexico,1.0,f
36196,90%,Gibraltar,1.0,f
1167,,Guinea,1.0,t
35797,,,1.0,f
5031,,El Salvador,1.0,f
30320,100%,Togo,4.0,f
41661,,Vietnam,1.0,t
48321,100%,China,17.0,f
25766,75%,Chile,1.0,t
41553,100%,Tonga,2.0,f
14325,,Maldives,2.0,t
170,,,1.0,f
20316,,Isle of Man,1.0,t
21045,100%,French Guiana,2.0,f
43903,100%,,1.0,f
1330,100%,United Kingdom,1.0,t
8294,0%,Zimbabwe,1.0,f
40484,100%,,1.0,t
33635,,Reunion,1.0,f
32075,100%,Indonesia,2.0,f
46099,98%,Uzbekistan,28.0,f
15112,,Malawi,2.0,f
44978,,Philippines,1.0,f
38733,100%,,2.0,f
22030,100%,French Guiana,3.0,t
16069,100%,Micronesia,1.0,f
44152,,Malta,1.0,f
12963,,,1.0,f
49105,100%,Malta,3.0,f
46010,100%,,1.0,f
14395,100%,Sao Tome and Principe,1.0,t
326,100%,Gambia,1.0,t
6986,,Micronesia,1.0,t
42930,,French Guiana,1.0,f
17316,100%,Niue,1.0,t
10723,100%,,1.0,f
39793,100%,Uzbekistan,1.0,t
21431,100%,,2.0,t
18963,,Anguilla,1.0,f
28789,100%,,3.0,t
30927,100%,Indonesia,1.0,f
3620,100%,Russian Federation,1.0,f
39301,100%,,1.0,f
43146,100%,,1.0,f
29574,,,1.0,f
37529,,Tonga,1.0,f
35028,,Chad,1.0,f
33342,,Nicaragua,1.0,f
41738,,Jersey,1.0,f
22460,,China,1.0,t
27232,,Faroe Islands,1.0,t
27766,75%,,1.0,t
4294,100%,,1.0,t
38032,,Svalbard & Jan Mayen Islands,1.0,t
25475,,,1.0,f
27106,100%,China,1.0,f
8653,,Tonga,1.0,t
35312,100%,,1.0,f
36659,100%,Anguilla,2.0,t
35190,100%,,1.0,t
23371,,,1.0,f
